semantic_group,canonical_key,source_key,transform,source_count
"PRIOR_TREATMENT","status","response_level","none",2
"PRIOR_TREATMENT","status","therapy_status","none",2
"PRIOR_TREATMENT","status","progression_required","none",2
"PRIOR_TREATMENT","status","refractory_to_last_line","none",2
"PRIOR_TREATMENT","status","progression_status","none",2
"PRIOR_TREATMENT","status","best_response","none",3
"PRIOR_TREATMENT","status","prior_therapy_status","none",2
"PRIOR_TREATMENT","status","inadequate_response","none",2
"PRIOR_TREATMENT","recovery_required","recovery_required","none",3
"PRIOR_TREATMENT","recovery_required","recovery_from_prior_ae_required","none",3
"PRIOR_TREATMENT","recovery_required","recovery_requirement","none",3
"PRIOR_TREATMENT","min_duration_weeks","min_duration_weeks","none",9
"PRIOR_TREATMENT","min_duration_weeks","duration_weeks","none",13
"PRIOR_TREATMENT","min_duration_weeks","treatment_weeks","none",3
"PRIOR_TREATMENT","min_duration_weeks","prior_treatment_weeks","none",3
"PRIOR_TREATMENT","min_duration_weeks","prior_therapy_weeks","none",2
"PRIOR_TREATMENT","min_duration_weeks","duration_weeks_min","none",2
"PRIOR_TREATMENT","min_duration_weeks","stable_duration_weeks","none",3
"PRIOR_TREATMENT","min_duration_weeks","min_duration_months","none",4
"PRIOR_TREATMENT","min_duration_weeks","min_stable_weeks","none",3
"CONCOMITANT_MEDS","washout_days","washout_days","none",165
"CONCOMITANT_MEDS","washout_days","lookback_days","none",14
"CONCOMITANT_MEDS","washout_days","washout_weeks","weeks_to_days",77
"CONCOMITANT_MEDS","washout_days","lookback_weeks","weeks_to_days",19
"CONCOMITANT_MEDS","washout_days","washout_months","months_to_days",18
"CONCOMITANT_MEDS","washout_days","lookback_months","months_to_days",5
"CONCOMITANT_MEDS","drug","medication","none",91
"CONCOMITANT_MEDS","drug","medications","none",21
"CONCOMITANT_MEDS","drug","drug","none",19
"CONCOMITANT_MEDS","drug","drugs","none",13
"CONCOMITANT_MEDS","drug","excluded_drugs","none",27
"CONCOMITANT_MEDS","drug","excluded_medications","none",26
"CONCOMITANT_MEDS","drug","excluded_drug","none",6
"CONCOMITANT_MEDS","drug","excluded_medication","none",12
"CONCOMITANT_MEDS","exception","exception","none",34
"CONCOMITANT_MEDS","exception","exceptions","none",32
"CONCOMITANT_MEDS","requirement","requirement","none",23
"SURGERY","washout_days","washout_days","none",141
"SURGERY","washout_days","major_surgery_washout_days","none",29
"SURGERY","washout_days","minor_surgery_washout_days","none",17
"SURGERY","washout_days","surgery_washout_days","none",11
"SURGERY","washout_days","timeframe_days","none",12
"SURGERY","washout_days","washout_weeks","weeks_to_days",63
"SURGERY","washout_days","lookback_weeks","weeks_to_days",10
"SURGERY","washout_days","washout_months","months_to_days",9
"SURGERY","procedure","procedure","none",9
"SURGERY","procedure","procedures","none",5
"SURGERY","procedure","surgery_type","none",9
"SURGERY","procedure","excluded_procedure","none",5
"SURGERY","procedure","excluded_procedures","none",6
"AGE","min_age","min_age","none",462
"AGE","min_age","age_min","none",12
"AGE","min_age","min","none",21
"AGE","max_age","max_age","none",141
"AGE","max_age","age_max","none",4
"AGE","max_age","max","none",10
"AGE","gender","gender","none",24
"AGE","unit","unit","none",61
"PREGNANCY_CONTRACEPTION","pregnancy_excluded","pregnancy_excluded","none",846
"PREGNANCY_CONTRACEPTION","breastfeeding_excluded","breastfeeding_excluded","none",157
"PREGNANCY_CONTRACEPTION","breastfeeding_excluded","lactation_excluded","none",115
"PREGNANCY_CONTRACEPTION","breastfeeding_excluded","lactating_excluded","none",72
"PREGNANCY_CONTRACEPTION","contraception_required","contraception_required","none",351
"PREGNANCY_CONTRACEPTION","contraception_required","requires_contraception","none",66
"PREGNANCY_CONTRACEPTION","pregnancy_test_required","pregnancy_test_required","none",154
"PREGNANCY_CONTRACEPTION","duration_months","duration_months","none",67
"PREGNANCY_CONTRACEPTION","duration_months","duration_weeks","none",10
"PREGNANCY_CONTRACEPTION","applies_to","applies_to","none",52
"PREGNANCY_CONTRACEPTION","applies_to","gender","none",14
"PREGNANCY_CONTRACEPTION","applies_to","population","none",25
"INFECTION","hiv_excluded","hiv_excluded","none",412
"INFECTION","hiv_excluded","hiv","none",25
"INFECTION","hbv_excluded","hbv_excluded","none",310
"INFECTION","hbv_excluded","hbv","none",10
"INFECTION","hcv_excluded","hcv_excluded","none",282
"INFECTION","hcv_excluded","hcv","none",13
"INFECTION","active_infection_excluded","active_infection_excluded","none",39
"INFECTION","washout_days","washout_days","none",38
"INFECTION","washout_days","washout_weeks","weeks_to_days",37
"INFECTION","infection_type","infection","none",38
"INFECTION","infection_type","infections","none",38
"INFECTION","infection_type","condition","none",30
"INFECTION","infection_type","conditions","none",6
"INFECTION","infection_type","excluded_condition","none",11
"INFECTION","infection_type","excluded_conditions","none",4
"PERFORMANCE_STATUS","ecog_min","ecog_min","none",216
"PERFORMANCE_STATUS","ecog_min","min","none",9
"PERFORMANCE_STATUS","ecog_max","ecog_max","none",269
"PERFORMANCE_STATUS","ecog_max","max","none",11
"PERFORMANCE_STATUS","karnofsky_min","karnofsky_min","none",25
"PERFORMANCE_STATUS","scale","scale","none",10
"CNS","cns_excluded","cns_excluded","none",208
"CNS","cns_excluded","cns_disease_excluded","none",19
"CNS","cns_excluded","brain_metastases_excluded","none",16
"CNS","cns_excluded","cns_metastases_excluded","none",40
"CNS","cns_excluded","leptomeningeal_excluded","none",10
"CNS","exception","exception","none",19
"CNS","exception","exceptions","none",5
"CNS","condition","condition","none",39
"CNS","condition","conditions","none",10
"CNS","condition","excluded_conditions","none",12
"CNS","condition","excluded_condition","none",7
"CARDIAC","lvef_min","lvef_min","none",37
"CARDIAC","lvef_min","lvef_minimum","none",7
"CARDIAC","nyha_max","nyha_max","none",35
"CARDIAC","sbp_max","sbp_max","none",20
"CARDIAC","sbp_max","systolic_max","none",18
"CARDIAC","dbp_max","dbp_max","none",19
"CARDIAC","dbp_max","diastolic_max","none",18
"CARDIAC","qtcf_max","qtcf_max","none",1
"CARDIAC","qtcf_max","qtc_max","none",9
"CARDIAC","condition","condition","none",61
"CARDIAC","condition","conditions","none",35
"CARDIAC","condition","excluded_conditions","none",27
"CARDIAC","condition","excluded_condition","none",14
"CARDIAC","washout_months","washout_months","none",89
"CARDIAC","washout_months","lookback_months","none",35
"OTHER_MALIGNANCY","lookback_years","lookback_years","none",48
"OTHER_MALIGNANCY","lookback_years","washout_years","none",49
"OTHER_MALIGNANCY","lookback_years","timeframe_years","none",46
"OTHER_MALIGNANCY","lookback_years","years","none",19
"OTHER_MALIGNANCY","lookback_years","prior_malignancy_years","none",13
"OTHER_MALIGNANCY","lookback_years","prior_malignancy_washout_years","none",13
"OTHER_MALIGNANCY","lookback_years","lookback_years","none",48
"OTHER_MALIGNANCY","exception","exceptions","none",235
"OTHER_MALIGNANCY","exception","exception","none",24
"OTHER_MALIGNANCY","prior_malignancy_excluded","prior_malignancy_excluded","none",25
"OTHER_MALIGNANCY","prior_malignancy_excluded","other_malignancy_excluded","none",21
"AUTOIMMUNE","autoimmune_excluded","autoimmune_excluded","none",134
"AUTOIMMUNE","autoimmune_excluded","autoimmune_disease_excluded","none",14
"AUTOIMMUNE","exception","exception","none",17
"AUTOIMMUNE","exception","exceptions","none",31
"AUTOIMMUNE","condition","condition","none",5
"AUTOIMMUNE","condition","conditions","none",6
"AUTOIMMUNE","condition","excluded_conditions","none",14
"AUTOIMMUNE","condition","excluded_condition","none",3
"BLEEDING_COAGULATION","bleeding_excluded","bleeding_diathesis_excluded","none",19
"BLEEDING_COAGULATION","bleeding_excluded","coagulopathy_excluded","none",11
"BLEEDING_COAGULATION","inr_max","inr_max","none",19
"BLEEDING_COAGULATION","condition","condition","none",18
"BLEEDING_COAGULATION","condition","conditions","none",5
"BLEEDING_COAGULATION","condition","excluded_condition","none",8
"BLEEDING_COAGULATION","condition","excluded_conditions","none",6
"BODY_WEIGHT","bmi_min","bmi_min","none",106
"BODY_WEIGHT","bmi_max","bmi_max","none",105
"BODY_WEIGHT","weight_min_kg","weight_min_kg","none",14
"BODY_WEIGHT","weight_min_kg","weight_min","none",4
"BODY_WEIGHT","weight_max_kg","weight_max_kg","none",9
"BODY_WEIGHT","weight_max_kg","weight_max","none",4
"ALLERGY","allergen","drug","none",31
"ALLERGY","allergen","drugs","none",18
"ALLERGY","allergen","allergen","none",18
"ALLERGY","allergen","allergens","none",13
"ALLERGY","allergen","medication","none",10
"ALLERGY","allergen","excluded_drugs","none",11
"ALLERGY","allergen","allergy_type","none",13
"ALLERGY","allergen","allergens","none",13
"ALLERGY","severity","severity","none",11
"SUBSTANCE_ABUSE","substance_excluded","substance_abuse_excluded","none",13
"SUBSTANCE_ABUSE","substance_excluded","drug_abuse_excluded","none",5
"SUBSTANCE_ABUSE","substance_excluded","tobacco_excluded","none",1
"SUBSTANCE_ABUSE","substance_excluded","current_smoker_excluded","none",1
"SUBSTANCE_ABUSE","substance_excluded","alcohol_excluded","none",1
"DIAGNOSIS","diagnosis","diagnosis","none",546
"DIAGNOSIS","diagnosis","disease","none",261
"DIAGNOSIS","diagnosis","condition","none",179
"DIAGNOSIS","diagnosis","disease_type","none",50
"DIAGNOSIS","diagnosis","cancer_type","none",43
"DIAGNOSIS","diagnosis","tumor_type","none",10
"DIAGNOSIS","diagnosis","disease_types","none",8
"DIAGNOSIS","diagnosis","cancer_types","none",9
"DIAGNOSIS","diagnosis","tumor_types","none",4
"DIAGNOSIS","diagnosis","diagnoses","none",18
"DIAGNOSIS","diagnosis","conditions","none",16
"DIAGNOSIS","diagnosis","diseases","none",6
"DIAGNOSIS","stage","stage","none",167
"DIAGNOSIS","stage","stages","none",12
"DIAGNOSIS","stage","disease_stage","none",25
"DIAGNOSIS","stage","disease_status","none",29
"DIAGNOSIS","stage","grade","none",11
"DIAGNOSIS","stage","grades","none",3
"DIAGNOSIS","confirmation_method","confirmation","none",44
"DIAGNOSIS","confirmation_method","confirmation_method","none",37
"DIAGNOSIS","confirmation_method","confirmation_type","none",12
"DIAGNOSIS","confirmation_method","confirmed_by","none",7
"DIAGNOSIS","confirmation_method","confirmed_type","none",2
"DIAGNOSIS","confirmation_method","documentation","none",7
"DIAGNOSIS","confirmation_method","documentation_required","none",3
"DIAGNOSIS","confirmation_method","diagnostic_criteria","none",19
"DIAGNOSIS","histology","histology","none",39
"DIAGNOSIS","histology","histology_required","none",8
"DIAGNOSIS","histology","histologically_confirmed","none",17
"DIAGNOSIS","histology","histological_confirmation","none",5
"DIAGNOSIS","histology","requires_histologic_confirmation","none",4
"DIAGNOSIS","histology","requires_histology","none",3
"DIAGNOSIS","histology","excluded_histology","none",8
"DIAGNOSIS","histology","histology_types","none",2
"DIAGNOSIS","histology","histology_excluded","none",3
"DIAGNOSIS","measurable_disease","requires_measurable_disease","none",60
"DIAGNOSIS","measurable_disease","measurable_disease","none",21
"DIAGNOSIS","measurable_disease","measurable_disease_required","none",14
"DIAGNOSIS","measurable_disease","measurable","none",5
"DIAGNOSIS","measurable_disease","requires_measurable","none",7
"DIAGNOSIS","measurable_disease","measurable_required","none",2
"DIAGNOSIS","measurable_disease","measurable_lesion_required","none",5
"DIAGNOSIS","measurable_disease","measurement_criteria","none",4
"DIAGNOSIS","biomarker","biomarker","none",38
"DIAGNOSIS","biomarker","biomarkers","none",5
"DIAGNOSIS","biomarker","her2_status","none",17
"DIAGNOSIS","biomarker","her2_positive","none",4
"DIAGNOSIS","biomarker","her2_positive_excluded","none",2
"DIAGNOSIS","biomarker","cd20_positive","none",4
"DIAGNOSIS","biomarker","cd20_status","none",4
"DIAGNOSIS","biomarker","er_status","none",2
"DIAGNOSIS","duration_months","duration_months","none",36
"DIAGNOSIS","duration_months","disease_duration_months","none",9
"DIAGNOSIS","duration_months","min_duration_months","none",6
"DIAGNOSIS","duration_months","duration_months_min","none",4
"DIAGNOSIS","duration_months","min_disease_duration_months","none",2
"DIAGNOSIS","duration_months","disease_duration_years","none",4
"DIAGNOSIS","duration_months","duration_years","none",3
"DIAGNOSIS","duration_months","duration_weeks","none",3
"DIAGNOSIS","severity","severity","none",35
"DIAGNOSIS","severity","risk_category","none",3
"DIAGNOSIS","severity","high_risk","none",2
"DIAGNOSIS","excluded_diagnosis","excluded_diagnosis","none",20
"DIAGNOSIS","excluded_diagnosis","excluded_diagnoses","none",12
"DIAGNOSIS","excluded_diagnosis","excluded_condition","none",13
"DIAGNOSIS","excluded_diagnosis","excluded_conditions","none",8
"DIAGNOSIS","excluded_diagnosis","diagnosis_excluded","none",7
"DIAGNOSIS","excluded_diagnosis","condition_excluded","none",5
"DIAGNOSIS","excluded_diagnosis","conditions_excluded","none",4
"DIAGNOSIS","excluded_diagnosis","exclusions","none",3
"DIAGNOSIS","excluded_diagnosis","excludes","none",8
"DIAGNOSIS","excluded_diagnosis","excluded","none",7
"DIAGNOSIS","excluded_diagnosis","excluded_subtype","none",2
"DIAGNOSIS","excluded_diagnosis","excluded_subtypes","none",2
"DIAGNOSIS","excluded_diagnosis","excluded_locations","none",2
"DIAGNOSIS","excluded_diagnosis","exclusion","none",9
"DIAGNOSIS","excluded_diagnosis","exclusion_diagnosis","none",4
"DIAGNOSIS","prior_treatment","prior_treatment","none",22
"DIAGNOSIS","prior_treatment","treatment_status","none",11
"DIAGNOSIS","prior_treatment","treatment_naive","none",5
"DIAGNOSIS","prior_treatment","previously_treated","none",2
"DIAGNOSIS","prior_treatment","prior_therapy","none",9
"DIAGNOSIS","prior_treatment","prior_therapy_required","none",6
"DIAGNOSIS","prior_treatment","prior_therapy_status","none",2
"DIAGNOSIS","prior_treatment","prior_treatment_required","none",5
"DIAGNOSIS","prior_treatment","prior_systemic_therapy","none",2
"DIAGNOSIS","prior_treatment","prior_therapy_count","none",2
"DIAGNOSIS","prior_treatment","prior_regimens_min","none",5
"DIAGNOSIS","prior_treatment","prior_therapies_min","none",3
"DIAGNOSIS","gender","gender","none",13
"DIAGNOSIS","gender","menopausal_status","none",2
