raw_event,sample_count,phase,anchor,seconds_from_anchor
"C16D1A",4,ON_TREATMENT,CYCLE_16,0
"216-240 hour",4,,,
"Part 1 Cycle 25 Day 1",4,ON_TREATMENT,CYCLE_25,0
"Tumor Assessment Week 174",4,ON_TREATMENT,BASELINE,105235200
"Part 2 Cycle 16 Day",4,,,
"MADP Day 7 12h",4,,,
"Group 4 Day 3",4,,,
"S2AC1D19",4,ON_TREATMENT,CYCLE_1,1555200
"12 Week Follow Up Screening",4,SCREENING,SCREENING,0
"MONOTHERAPY11",4,,,
"Retest Day 4",4,UNSCHEDULED,,
"MAIN.THE.C5D1",4,ON_TREATMENT,CYCLE_5,0
"Day 7 2h  A-Low",4,ON_TREATMENT,BASELINE,604800
"D1OLEC5",4,ON_TREATMENT,BASELINE,86400
"Pre-Screening Optional Tumor Biopsy",4,SCREENING,SCREENING,0
"PRES",4,,,
"Day 5 1h  B-Low",4,ON_TREATMENT,BASELINE,432000
"GENOTYPING",4,,,
"D15 8Hr Postdose",4,ON_TREATMENT,BASELINE,1296000
"Day 1 8h  A-Low",4,ON_TREATMENT,BASELINE,86400
"Cycle 31 Day 2",4,ON_TREATMENT,CYCLE_31,86400
"Day 5 0h  A-High",4,ON_TREATMENT,BASELINE,432000
"PDSWK4",4,ON_TREATMENT,BASELINE,2419200
"C1D30",4,ON_TREATMENT,CYCLE_1,2505600
"Week 276",4,ON_TREATMENT,BASELINE,166924800
"Day 4 0h  D-High",4,ON_TREATMENT,BASELINE,345600
"Visit 22",4,ON_TREATMENT,,
"Tumor Assessment Week 69",4,ON_TREATMENT,BASELINE,41731200
"Day 1 Postdose",4,ON_TREATMENT,BASELINE,86400
"Day 6 0h  C-Low",4,ON_TREATMENT,BASELINE,518400
"S2BCC2-3",4,,,
"Day 30 Post Explantation",4,ON_TREATMENT,BASELINE,2592000
"Day 1 12h  C-Low",4,ON_TREATMENT,BASELINE,86400
"C4/D1",4,ON_TREATMENT,CYCLE_4,0
"Pre-treatment-2",4,ON_TREATMENT,,
"106",4,,,
"Retest of Screening/",4,SCREENING,SCREENING,0
"Week 5 Day 29 - Mobile Nursing",4,ON_TREATMENT,BASELINE,3024000
"Day 1 0h  D-High",4,ON_TREATMENT,BASELINE,86400
"6 Month and 12 Month After 1st confirmed CR/sCR",4,ON_TREATMENT,BASELINE,15552000
"Cycle 1 Day 24",4,ON_TREATMENT,CYCLE_1,1987200
"C1D4IB",4,ON_TREATMENT,CYCLE_1,259200
"-24-0 hour",4,,,
"Retreatment 6 Day 1",4,ON_TREATMENT,,
"Day 11 .5h  B-Low",4,ON_TREATMENT,BASELINE,950400
"Screening SM3/PLASMA PD ALQ1",4,SCREENING,SCREENING,0
"Part 1 Cycle 32 Day 1",4,ON_TREATMENT,CYCLE_32,0
"COMPEARLYTERMIGE",4,,,
"Group 2 Day 2",4,,,
"CYCLE7_DAY2",4,ON_TREATMENT,CYCLE_7,86400
"Week 130",3,ON_TREATMENT,BASELINE,78624000
"Part A Week 1 Day 2",3,ON_TREATMENT,BASELINE,604800
"Consolidation Month 1 Day 1",3,ON_TREATMENT,BASELINE,2592000
"Implant Post Refill Month 27 Day 7",3,PROCEDURE,,
"C2D1 MEGF0444A PK Pre",3,ON_TREATMENT,CYCLE_2,0
"W13D85",3,ON_TREATMENT,BASELINE,7862400
"WEEK 12&20",3,ON_TREATMENT,BASELINE,7257600
"C16D1C",3,ON_TREATMENT,CYCLE_16,0
"Treatment Disc/Disease progression",3,DISEASE_PROGRESSION,,
"DE/EX Except BXA, BXB, SA C1D-1",3,,,
"M9.5",3,,,
"21 RT 7 DAY 15",3,,,
"DAY 1 RE-TRT  IN",3,ON_TREATMENT,BASELINE,86400
"Cycle 6 Day 1 Predose",3,ON_TREATMENT,CYCLE_6,0
"OL Day 1RT6D1",3,,,
"WK 48 RE-TRT 8",3,ON_TREATMENT,BASELINE,29030400
"Part 1 Cycle 16 Day",3,,,
"Week 16 Supplemental",3,ON_TREATMENT,BASELINE,9676800
"Retest Additional Cycle 1 Week 12",3,UNSCHEDULED,,
"Part A Week 5 Day 2",3,ON_TREATMENT,BASELINE,3024000
"C43D28",3,ON_TREATMENT,CYCLE_43,2332800
"G-ET",3,,,
"Visit 8 Day 22 SM2/PD PRE GREEN -70 FROZEN",3,ON_TREATMENT,,
"C5D130MIN_POST_INFUSION",3,ON_TREATMENT,CYCLE_5,11145600
"C3D5M",3,ON_TREATMENT,CYCLE_3,345600
"C40D1C",3,ON_TREATMENT,CYCLE_40,0
"Visit 18",3,ON_TREATMENT,,
"Screening Cohort SC SM3 PD Plasma - Aliquot 1 - Sc",3,SCREENING,SCREENING,0
"Unscheduled C2XD1",3,UNSCHEDULED,,
"21  RT  21 DAY 1",3,,,
"UNSCH/RETEST C7D1 PR",3,UNSCHEDULED,,
"UNSCHED/RETEST P1 DO",3,UNSCHEDULED,,
"Study Follow-up 3",3,FOLLOW_UP,,
"SAD DAY 3",3,,,
"RETREATMENT_CYCLE4",3,ON_TREATMENT,,
"Every 3 Month Follow-up",3,FOLLOW_UP,,
"21 RT 4 DAY 1",3,,,
"CD0I",3,,,
"Week 8 Unscheduled",3,UNSCHEDULED,,
"Cycle 1 On Treatment",3,ON_TREATMENT,,
"Q3W C5 D1 30MIN",3,ON_TREATMENT,CYCLE_5,0
"Unscheduled C2D1 Arm A",3,UNSCHEDULED,,
"Nothing Control",3,,,
"C1D1 POST",3,ON_TREATMENT,CYCLE_1,0
"Safety Cycle >7 Day 1",3,,,
"Wk 24 Pre In",3,ON_TREATMENT,BASELINE,14515200
"C1D8 P1 DOUBLE",3,ON_TREATMENT,CYCLE_1,604800
"S2C2D1",3,ON_TREATMENT,CYCLE_2,0
"Following Treated Bleed 9",3,,,
"PRE",3,,,
"Day 364",3,ON_TREATMENT,BASELINE,31449600
"264-288 hour",3,,,
"S2BCC24D1",3,ON_TREATMENT,CYCLE_24,0
"LTFU1",3,,,
"Baseline Amendment D",3,BASELINE,BASELINE,0
"C16D1E",3,ON_TREATMENT,CYCLE_16,0
"Prior to Start of Dopaminergic Week 132",3,ON_TREATMENT,BASELINE,79833600
"C9D15 -0.17H",3,ON_TREATMENT,CYCLE_9,1270800
"C3D1 POST",3,ON_TREATMENT,CYCLE_3,0
"Cycle 1 Day 2 SM5/ Serum PD 24 HRS POST SM5/S PD 2",3,ON_TREATMENT,CYCLE_1,172800
"Day 43 SM2 PK Predose",3,ON_TREATMENT,BASELINE,3715200
"WEEK12BSR2",3,ON_TREATMENT,BASELINE,7257600
"Month 20 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,51840000
"Part II C1D8",3,ON_TREATMENT,CYCLE_1,604800
"Pharmacogenetics",3,,,
"Pooling Group 4",3,,,
"END OF CYCLE 14",3,,,
"Month 43 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,111456000
"C32D1E",3,ON_TREATMENT,CYCLE_32,0
"Early Termination Week 1",3,END_OF_TREATMENT,,
"Primary C1D7",3,ON_TREATMENT,CYCLE_1,518400
"Retest Cycle 2 Day 1",3,UNSCHEDULED,,
"Part 1 Cycle 26 Day 1",3,ON_TREATMENT,CYCLE_26,0
"PIB6MPT",3,,,
"Period 2 Day 9",3,ON_TREATMENT,,
"ExtraPK2",3,,,
"C20 DAY 1 PREDOSE",3,ON_TREATMENT,CYCLE_20,0
"Pre-Dose,Day 20",3,ON_TREATMENT,,
"M35",3,,,
"Pooling Groups 5 and 12",3,,,
"C48D1A",3,ON_TREATMENT,CYCLE_48,0
"Coagulation Factors at Hospital",3,,,
"Month 55 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,142560000
"MADP Day 7 2h",3,,,
"SCR ARCH/FRESH TUMOR ARM C-D-E",3,SCREENING,SCREENING,0
"Day 7 6h  A-Low",3,ON_TREATMENT,BASELINE,604800
"V03.3",3,ON_TREATMENT,,
"Visit 41 Withdrawal",3,END_OF_TREATMENT,,
"Mobile Nursing Visit 5/Infant",3,,,
"RBR samples",3,,,
"ATEZO PK/BIOM C1D1",3,ON_TREATMENT,CYCLE_1,0
"WK68",3,ON_TREATMENT,BASELINE,41126400
"V04.30",3,ON_TREATMENT,,
"Cycle 24 Day 1 Predose",3,ON_TREATMENT,CYCLE_24,0
"Day253",3,ON_TREATMENT,BASELINE,21859200
"Withdrawal From Treatment",3,END_OF_TREATMENT,,
"SECONDLINE5",3,,,
"SRL BX WK6",3,ON_TREATMENT,BASELINE,3628800
"Part 1 Cycle 18 Day 1",3,ON_TREATMENT,CYCLE_18,0
"Safety Follow Up Visit 7",3,FOLLOW_UP,,
"Occasion 1 10h 00m",3,,,
"Encounter 4",3,,,
"Follow-up Month 37",3,FOLLOW_UP,END_OF_TREATMENT,95904000
"Implant Post Refill Month 28 Day 7",3,PROCEDURE,,
"C40D28",3,ON_TREATMENT,CYCLE_40,2332800
"Food EP Day 15",3,,,
"C16 D1 P1A",3,ON_TREATMENT,CYCLE_16,0
"Follow Up Visit 13 Year 6",3,FOLLOW_UP,END_OF_TREATMENT,189216000
"Cycle 11 Day 10",3,ON_TREATMENT,CYCLE_11,777600
"T2_DAY15",3,,,
"FU wk 228",3,FOLLOW_UP,,
"OSE Visit 7 Week 10",3,ON_TREATMENT,BASELINE,6048000
"D1OLEC4",3,ON_TREATMENT,BASELINE,86400
"D37",3,ON_TREATMENT,BASELINE,3196800
"D1 6H A4",3,ON_TREATMENT,BASELINE,86400
"Unscheduled OPH",3,UNSCHEDULED,,
"Pre-Randomization",3,BASELINE,BASELINE,0
"Tumor Assessment Week 52",3,ON_TREATMENT,BASELINE,31449600
"LTFU8",3,,,
"STUDY DISCONTINUATION",3,END_OF_TREATMENT,,
"Prog Amb Sample",3,,,
"V26",3,ON_TREATMENT,,
"96",3,,,
"Day197",3,ON_TREATMENT,BASELINE,17020800
"PART 2 Day 15",3,,,
"C8D1 30MIN",3,ON_TREATMENT,CYCLE_8,0
"Low Methylated DNA Control",3,,,
"10",3,,,
"C33 D1 Pre-dose",3,ON_TREATMENT,CYCLE_33,0
"Archvial Screening",3,SCREENING,SCREENING,0
"WEEK_324_ON_TX",3,ON_TREATMENT,BASELINE,195955200
"Pre-Dose",3,ON_TREATMENT,,
"C17D1A",3,ON_TREATMENT,CYCLE_17,0
"Day 11 12h  B-Low",3,ON_TREATMENT,BASELINE,950400
"OL Week 2",3,ON_TREATMENT,BASELINE,1209600
"Part 3 Day 10",3,,,
"VISIT2/M26",3,ON_TREATMENT,,
"D120I",3,ON_TREATMENT,BASELINE,10368000
"C5D15 P2",3,ON_TREATMENT,CYCLE_5,1209600
"Post Treatment Follow up",3,FOLLOW_UP,,
"RETEST Visit 6",3,UNSCHEDULED,,
"Safety Follow Up Week 36 Retest",3,FOLLOW_UP,END_OF_TREATMENT,21772800
"UNSCH/RETEST C37D1",3,UNSCHEDULED,,
"MADP Day 1 12h",3,,,
"ARM C/E C6D15",3,ON_TREATMENT,CYCLE_6,1209600
"V06.11",3,ON_TREATMENT,,
"C32D1A",3,ON_TREATMENT,CYCLE_32,0
"FL Regimen B C1D5",3,ON_TREATMENT,CYCLE_1,345600
"Week 19 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,11491200
"End of C13",3,,,
"Week 11 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,6652800
"Day 1 4h  A-Low",3,ON_TREATMENT,BASELINE,86400
"Biopsy Day",3,PROCEDURE,,
"OFFC1BD2",3,,,
"FU 4 WEEKS",3,FOLLOW_UP,,
"WEEK 8 RE-TRT 3",3,ON_TREATMENT,BASELINE,4838400
"M17",3,,,
"B-BG C3D1",3,ON_TREATMENT,CYCLE_3,0
"Cycle4 Day1 Arm A Only",3,ON_TREATMENT,CYCLE_4,0
"SFUW120",3,ON_TREATMENT,BASELINE,72576000
"UDNAC14X",3,,,
"Biopsy Post Screening",3,SCREENING,SCREENING,0
"A/B-12WK FOLLOW UP #16",3,FOLLOW_UP,,
"On-progression biopsy",3,PROCEDURE,,
"SFUW132",3,ON_TREATMENT,BASELINE,79833600
"DAY 98",3,ON_TREATMENT,BASELINE,8467200
"Week 17 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,10281600
"Day 11 8h  B-Low",3,ON_TREATMENT,BASELINE,950400
"Cycle 5 Day 17",3,ON_TREATMENT,CYCLE_5,1382400
"Visit 2a Day 14",3,ON_TREATMENT,,
"Retest SURG",3,UNSCHEDULED,,
"Cycle 8 Day 6",3,ON_TREATMENT,CYCLE_8,432000
"Retreat FU wk 156",3,ON_TREATMENT,BASELINE,94348800
"Follow-up Month 27",3,FOLLOW_UP,END_OF_TREATMENT,69984000
"MADP Day 7 1h",3,,,
"Unscheduled Visit 2",3,UNSCHEDULED,,
"Tumor Assessment Week 35",3,ON_TREATMENT,BASELINE,21168000
"Month 52 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,134784000
"B-cell Monitoring Visit 2",3,,,
"Day 7 8h  C-Low",3,ON_TREATMENT,BASELINE,604800
"131",3,,,
"D1ADDOC04",3,ON_TREATMENT,BASELINE,86400
"Post Treatment 15min",3,FOLLOW_UP,,
"OLE Safety Follow Up or Early Term",3,FOLLOW_UP,,
"M6s",3,,,
"Treament Completion/ET Visit",3,,,
"Visit 45 Week 328",3,ON_TREATMENT,BASELINE,198374400
"CAPCTDNAC5D1",3,ON_TREATMENT,CYCLE_5,0
"SV2G",3,,,
"Tumor Assessment Week 68",3,ON_TREATMENT,BASELINE,41126400
"VISIT1/M33",3,ON_TREATMENT,,
"Day 7 0h  C-Low",3,ON_TREATMENT,BASELINE,604800
"Day 1 12h  D-High",3,ON_TREATMENT,BASELINE,86400
"Occasion 1 1d 00h 01",3,,,
"Screening SM6/ Plasma PD Pre FROZEN ALQ2",3,SCREENING,SCREENING,0
"Retest V1 SM PD Samples",3,UNSCHEDULED,,
"Cycle 1 Day -12",3,ON_TREATMENT,CYCLE_1,950400
"Sample 26",3,,,
"Archival. Screening.",3,SCREENING,SCREENING,0
"Cycle 9 Day 1 Retest",3,ON_TREATMENT,CYCLE_9,0
"AWEEK32",3,ON_TREATMENT,BASELINE,19353600
"Day 11 6h  B-Low",3,ON_TREATMENT,BASELINE,950400
"EARLY-TERM",3,,,
"UNSCH/RETEST C60D1",3,UNSCHEDULED,,
"C2 D15",3,ON_TREATMENT,CYCLE_2,1209600
"CAL1",3,,,
"Month 56 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,145152000
"Visit 3a Day 15",3,ON_TREATMENT,,
"Week 72 Retest",3,ON_TREATMENT,BASELINE,43545600
"MADP Day 9 48h",3,,,
"S2BCC26D1",3,ON_TREATMENT,CYCLE_26,0
"CYCLE 1 DAY 15",3,ON_TREATMENT,CYCLE_1,1209600
"Tumor Assess W58",3,ON_TREATMENT,BASELINE,35078400
"C3D1COM PREDOSE",3,ON_TREATMENT,CYCLE_3,0
"Survival Follow-Up Visit 2",3,FOLLOW_UP,,
"C20D1F",3,ON_TREATMENT,CYCLE_20,0
"SCD1",3,,,
"DBT Infusion (every 24 wks)",3,ON_TREATMENT,,
"V03.32",3,ON_TREATMENT,,
"Day 7 (10)",3,ON_TREATMENT,BASELINE,604800
"MADP Day 3 0h",3,,,
"Safety F/U",3,,,
"Follow-up Visit Month 18",3,FOLLOW_UP,END_OF_TREATMENT,46656000
"C6D1 P1 DOUBLE",3,ON_TREATMENT,CYCLE_6,0
"Cycle 93 Day 1",3,ON_TREATMENT,CYCLE_93,0
"Pre-TCZ Treatment",3,ON_TREATMENT,,
"ARM E CYCLE 4 D1 PRE",3,ON_TREATMENT,CYCLE_4,0
"CAL2",3,,,
"Follow-up Month 14",3,FOLLOW_UP,END_OF_TREATMENT,36288000
"WK112",3,ON_TREATMENT,BASELINE,67737600
"C7D15 -0.17H",3,ON_TREATMENT,CYCLE_7,1270800
"SCR ARCH_FRESH TMR IPILIMUMAB",3,SCREENING,SCREENING,0
"S24WFUOLE",3,,,
"FUT12",3,,,
"Day 1 of Cycle 3",3,ON_TREATMENT,BASELINE,86400
"Sputum Samples from COPD Patients Processed with PBS",3,,,
"C44D1 PREDOSE",3,ON_TREATMENT,CYCLE_44,0
"Pooling Group 14",3,,,
"Week 60 Retest",3,ON_TREATMENT,BASELINE,36288000
"Year 4",3,ON_TREATMENT,BASELINE,126144000
"V01.40",3,ON_TREATMENT,,
"Pre Re-Start Study Treatment",3,ON_TREATMENT,,
"DDI D8",3,,,
"Pre-TCZ",3,,,
"Day 14 (13)",3,ON_TREATMENT,BASELINE,1209600
"WK 104 RE-TRT 6 (or WD)",3,ON_TREATMENT,BASELINE,62899200
"Cycle 3 Days 29-42",3,,,
"PART 2 Day 5",3,,,
"PC24D1",3,ON_TREATMENT,CYCLE_24,0
"Sample 12",3,,,
"Safety Follow Up  21",3,FOLLOW_UP,,
"Post Bypassing Treatment 3",3,ON_TREATMENT,,
"C19D1A",3,ON_TREATMENT,CYCLE_19,0
"RETEST1",3,UNSCHEDULED,,
"Follow-up Month 17",3,FOLLOW_UP,END_OF_TREATMENT,44064000
"Unscheduled Cycle 7 Day 1",3,UNSCHEDULED,,
"Day 4 0h  A-Low",3,ON_TREATMENT,BASELINE,345600
"D7TB",3,ON_TREATMENT,BASELINE,604800
"AMDBWEEK24",3,ON_TREATMENT,BASELINE,14515200
"P2A Day 36 Follow up",3,FOLLOW_UP,,
"D7T",3,ON_TREATMENT,BASELINE,604800
"Cycle 4 Day 1 (Crossover)",3,ON_TREATMENT,CYCLE_4,0
"SM9/ ARCHIVAL TUMOR SLIDE FFPE. SCRNTISSUE",3,ARCHIVAL,,
"Follow-Up Month 9",3,FOLLOW_UP,END_OF_TREATMENT,23328000
"US P2QW Baseline",3,BASELINE,BASELINE,0
"Metastatic PREDOSE",3,ON_TREATMENT,,
"Prior to Start of Dopaminergic Week 76",3,ON_TREATMENT,BASELINE,45964800
"End of C3D28",3,ON_TREATMENT,CYCLE_3,2332800
"Retest Cycle 12 Week 12",3,UNSCHEDULED,,
"Part 1 Cycle 30 Day 1",3,ON_TREATMENT,CYCLE_30,0
"Cycle 11 Day 8 (Arm AB)",3,ON_TREATMENT,CYCLE_11,604800
"Pooling Group 13",3,,,
"CAL5",3,,,
"Screening SM6/ Plasma PD Pre FROZEN ALQ1",3,SCREENING,SCREENING,0
"RESCREEN1",3,,,
"S2BCC25D1",3,ON_TREATMENT,CYCLE_25,0
"PROGRESSION_OF_DISEASE",3,DISEASE_PROGRESSION,,
"Cycle 3 Day 15 Sch II",3,ON_TREATMENT,CYCLE_3,1209600
"Cycle 12 Day 8 (Arm AB)",3,ON_TREATMENT,CYCLE_12,604800
"Implant Post Refill Month 24 Day 1",3,PROCEDURE,,
"Week 65 Day 449",3,ON_TREATMENT,BASELINE,39312000
"V02.51",3,ON_TREATMENT,,
"POOL",3,,,
"DAY_21",3,ON_TREATMENT,BASELINE,1814400
"Week 4 Day 28 Unscheduled or Retest",3,UNSCHEDULED,,
"C1D15 AMB",3,ON_TREATMENT,CYCLE_1,1209600
"Unscheduled or Retest Early Termination",3,UNSCHEDULED,,
"CAPCTONAWTC",3,,,
"During Trial",3,,,
"Discontinuation/Earl",3,END_OF_TREATMENT,,
"WK 72 RE-TRT IN",3,ON_TREATMENT,BASELINE,43545600
"Week 354",3,ON_TREATMENT,BASELINE,214099200
"Week 47",3,ON_TREATMENT,BASELINE,28425600
"Month 61 Follow Up",3,FOLLOW_UP,END_OF_TREATMENT,158112000
"QW C1 D2",3,ON_TREATMENT,CYCLE_1,86400
"Bronchoscopy Day 3",3,PROCEDURE,,
"Day 15 of Cycle 1",3,ON_TREATMENT,BASELINE,1296000
"Day 203",3,ON_TREATMENT,BASELINE,17539200
"Day 4 0h  C-Low",3,ON_TREATMENT,BASELINE,345600
"WEEK 4 (DOSE 6)",3,ON_TREATMENT,BASELINE,2419200
"WEEK 2 (DOSE 3)",3,ON_TREATMENT,BASELINE,1209600
"Follow-up Month 4",3,FOLLOW_UP,END_OF_TREATMENT,10368000
"Retest Cycle 9 Day 1",3,UNSCHEDULED,,
"Cycle 2 Day 15 Sch II & III",3,ON_TREATMENT,CYCLE_2,1209600
"Follow-Up 2 or DO 2",3,FOLLOW_UP,,
"33 Month Follow Up",3,FOLLOW_UP,,
"C2D1 3HR P1A",3,ON_TREATMENT,CYCLE_2,10800
"FU 192 WEEKS",3,FOLLOW_UP,,
"UDNAC15X",3,,,
"FU wk 216",3,FOLLOW_UP,,
"Day 15 Postdose",3,ON_TREATMENT,BASELINE,1296000
"Retest W3 (SRI and SC)",3,UNSCHEDULED,,
"COURSE4",3,,,
"Cycle 0 Day 5 (Arm AB)",3,ON_TREATMENT,CYCLE_0,345600
"Food EP Day 1 12h",3,,,
"SM9/ ARCHIVAL TUMOR SLIDE FFPE. PREDOSE.",3,ARCHIVAL,,
"B cell monitoring visit 8",3,,,
"MTD_DAY22",3,,,
"Day 5 8h  B-Low",3,ON_TREATMENT,BASELINE,432000
"Follow Up Week 27",3,FOLLOW_UP,END_OF_TREATMENT,16329600
"WEEK 24 / WD",3,ON_TREATMENT,BASELINE,14515200
"Day 7 4h  D-High",3,ON_TREATMENT,BASELINE,604800
"Month 29",3,ON_TREATMENT,BASELINE,75168000
"Arm C Retest",3,,,
"C3/D15",3,ON_TREATMENT,CYCLE_3,1209600
"C1D1 30 MIN",3,ON_TREATMENT,CYCLE_1,0
"Part 2 Period 1 Day 1",3,,,
"72-96 hour",3,,,
"WK 104 RE-TRT (or WITHDRAWAL)",3,END_OF_TREATMENT,,
"Week 103",3,ON_TREATMENT,BASELINE,62294400
"TREATMENT DAY 15",3,ON_TREATMENT,,
"Day 8 Unscheduled",3,UNSCHEDULED,,
"Sub-Study Completion",3,END_OF_TREATMENT,,
"WK 20 RE-TRT 4",3,ON_TREATMENT,BASELINE,12096000
"Occasion 1 6h 00m",3,,,
"Q3W C9 D1",3,ON_TREATMENT,CYCLE_9,0
"Group 2 Day 12",3,,,
"Unscheduled10",3,UNSCHEDULED,,
"M21",3,,,
"C37D28",3,ON_TREATMENT,CYCLE_37,2332800
"SRL BX WK4 (DAY 22-28)",3,ON_TREATMENT,BASELINE,2419200
"C1 D1 POSTDOSE",3,ON_TREATMENT,CYCLE_1,0
"DE SA/EX C1D1",3,ON_TREATMENT,CYCLE_1,0
"C13D1 -0.17H",3,ON_TREATMENT,CYCLE_13,61200
"Day7",3,ON_TREATMENT,BASELINE,604800
"Implant Post Refill Month 25 Day 1",3,PROCEDURE,,
"Implant Post Refill Month 27 Day 1",3,PROCEDURE,,
"Post TCZ Treatment Day 2",3,ON_TREATMENT,,
"V01.3",3,ON_TREATMENT,,
"Part 1 Cycle 35 Day 1",3,ON_TREATMENT,CYCLE_35,0
"Part 3 Day 4",3,,,
"96 WEEKS (CYCLE 33)",3,,,
"BEUNS",3,,,
"Early Termination Screening",3,SCREENING,SCREENING,0
"Part 2 Cycle 21 Day 1",3,ON_TREATMENT,CYCLE_21,0
"C3D3F IRIN POST 5-FU",3,ON_TREATMENT,CYCLE_3,172800
"SDDV Do Not Test",3,,,
"Part 1 Cycle 19 Day 1",3,ON_TREATMENT,CYCLE_19,0
"Cycle 36 Day 1 Predose",3,ON_TREATMENT,CYCLE_36,0
"End of Cycle 20",3,,,
"Week 44 Retest",3,ON_TREATMENT,BASELINE,26611200
"Screening A",3,SCREENING,SCREENING,0
"Cycle 10 Day 8",3,ON_TREATMENT,CYCLE_10,604800
"D 57",3,,,
"W24SUPP",3,ON_TREATMENT,BASELINE,14515200
"Coriell Control",3,,,
"MADP Day 8 24h",3,,,
"Biopsy Screen - Primary",3,PROCEDURE,,
"Cycle 9 Treatment Week 12 Post Day 1 Infusion",3,ON_TREATMENT,BASELINE,7257600
"C11D1 -0.17H",3,ON_TREATMENT,CYCLE_11,61200
"FU DAY 15",3,FOLLOW_UP,,
"WEEK 12 PREDOSE",3,ON_TREATMENT,BASELINE,7257600
"Retest Week 2",3,UNSCHEDULED,,
"UNS1",3,,,
"Visit 45 Week 320",3,ON_TREATMENT,BASELINE,193536000
"D15 1Hr Posedose",3,ON_TREATMENT,BASELINE,1296000
"CAOCTDNAW12",3,ON_TREATMENT,BASELINE,7257600
"D15-30mPostdose",3,ON_TREATMENT,BASELINE,1296000
"C20 D1 PRE P1B SC",3,ON_TREATMENT,CYCLE_20,0
"LTFU7",3,,,
"C1D1PREDOSE",3,ON_TREATMENT,CYCLE_1,0
"Cycle 6 Day 1 SM6/ Plasma PD Pre ALIQUOT 2",3,ON_TREATMENT,CYCLE_6,0
"Week 24 Day 1 Prior to dose",3,ON_TREATMENT,BASELINE,14515200
"Cycle 97 Day 1",3,ON_TREATMENT,CYCLE_97,0
"C14 D1 P1A",3,ON_TREATMENT,CYCLE_14,0
"On TX Bone Marrow (Esc and Exp)",3,,,
"UnscheduledWeek1",3,UNSCHEDULED,,
"Safety FU Week 17",3,FOLLOW_UP,,
"Week 37 Day 253 - Mobile Nursing",3,ON_TREATMENT,BASELINE,22377600
"LTFU5",3,,,
"Tumor Assess W66",3,ON_TREATMENT,BASELINE,39916800
"Double Blinded Delay Dosing",3,,,
"Follow-Up Month 3",3,FOLLOW_UP,END_OF_TREATMENT,7776000
"CYCLE 461A",3,,,
"Screening Day -7 to -3",3,SCREENING,SCREENING,0
"Cycle 6 Day 1 SM7/ Serum PD Pre ALIQUOT 2",3,ON_TREATMENT,CYCLE_6,0
"UnscheduledWeek4",2,UNSCHEDULED,,
"During Therapy",2,,,
"C12D1 SM4 30MIN POST",2,ON_TREATMENT,CYCLE_12,0
"C19D15 -0.17H",2,ON_TREATMENT,CYCLE_19,1270800
"Food EP Day 1 2h",2,,,
"D90 POST STUDY DISCNT(A3",2,FOLLOW_UP,,
"RETEST Visit 12",2,UNSCHEDULED,,
"C5D1 PRE P1A",2,ON_TREATMENT,CYCLE_5,0
"Implant Post Refill Month 30 Day 1",2,PROCEDURE,,
"Sample 29",2,,,
"C2D5",2,ON_TREATMENT,CYCLE_2,345600
"Following Treated Bleed 6",2,,,
"Post Bypassing Treatment 2",2,ON_TREATMENT,,
"CTCCAPW54",2,ON_TREATMENT,BASELINE,32659200
"Sample 10",2,,,
"C2D1 DISC1",2,ON_TREATMENT,CYCLE_2,0
"Cycle 1 Day 1 Auto Antibodies",2,ON_TREATMENT,CYCLE_1,0
"Cycle2_Day1",2,ON_TREATMENT,CYCLE_2,0
"WEEK48BSR2",2,ON_TREATMENT,BASELINE,29030400
"RNAlater Control",2,,,
"WK 104 RE-TRT 11",2,ON_TREATMENT,BASELINE,62899200
"End of Treatment Week 4 Day 26",2,END_OF_TREATMENT,,
"Pooling Group 11",2,,,
"RETREATMENT_CYCLE2",2,ON_TREATMENT,,
"DAY15 24HR-POST 2",2,ON_TREATMENT,BASELINE,1296000
"Part II C5: Day 1: P",2,,,
"End of C18",2,,,
"Follow Up 2",2,FOLLOW_UP,,
"CYCLE_36",2,ON_TREATMENT,CYCLE_36,0
"Week 55",2,ON_TREATMENT,BASELINE,33264000
"CR1",2,,,
"12MCRBX",2,,,
"Up Titration 1 Week 13",2,ON_TREATMENT,BASELINE,7862400
"Phase IA Cycle 1 Day 2",2,ON_TREATMENT,CYCLE_1,86400
"C9D1M PRE",2,ON_TREATMENT,CYCLE_9,0
"Visit 36 Withdrawal",2,END_OF_TREATMENT,,
"Retreatment Termination",2,ON_TREATMENT,,
"CYCLE32_DAY1",2,ON_TREATMENT,CYCLE_32,0
"Visit 6 Day 8 SM2/PD PRE BLUE -70 FROZEN",2,ON_TREATMENT,,
"xARM B C1 D1 PRE",2,ON_TREATMENT,CYCLE_1,0
"CD56",2,,,
"RETEST Visit 10",2,UNSCHEDULED,,
"Occasion 1 1h 04m",2,,,
